420060010021|δὲ|420060010101|conj|Cat="conj"|Id="3"|morphId="420060010021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="now"
420060010011|ἐγένετο|420060010101|CL|Cat="verb"|Id="8"|morphId="420060010011"|Unicode="ἐγένετο"|Lemma="γίνομαι"|Lang="G"|StrongNumber="G10960"|Morph="V,IAM3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Middle"|Person="Third"|Number="Singular"|English="it happened"
420060010031|ἐν|420060010041|prep|Cat="prep"|Id="14"|morphId="420060010031"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="on"
420060010041|Σαββάτῳ|420060010051|ADV|Cat="noun"|Id="16"|morphId="420060010041"|Unicode="Σαββάτῳ"|Lemma="σάββατον"|Lang="G"|StrongNumber="G45210"|Morph="N,,,,,DNS,"|Case="Dative"|Gender="Neuter"|Number="Singular"|English="a sabbath"
420060010051|διαπορεύεσθαι|420060010011|S|Cat="verb"|Id="19"|morphId="420060010051"|Unicode="διαπορεύεσθαι"|Lemma="διαπορεύω"|Lang="G"|StrongNumber="G12790"|Morph="V,NPM,,,,,"|Mood="Infinitive"|Tense="Present"|Voice="Middle"|English="was going"
420060010161|τοὺς|420060010171|det|Cat="det"|Id="47"|morphId="420060010161"|Unicode="τοὺς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMP,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="the"
420060010171|στάχυας,|420060010101|O|Cat="noun"|Id="49"|morphId="420060010171"|Unicode="στάχυας,"|Lemma="στάχυς"|Lang="G"|StrongNumber="G47190"|Morph="N,,,,,AMP,"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="heads of grain"
420060010181|ψώχοντες|420060010101|ADV|Cat="verb"|Id="54"|morphId="420060010181"|Unicode="ψώχοντες"|Lemma="ψώχω"|Lang="G"|StrongNumber="G55970"|Morph="V,PPA,NMP,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="rubbing"
420060010191|ταῖς|420060010201|det|Cat="det"|Id="57"|morphId="420060010191"|Unicode="ταῖς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,DFP,"|Type="Possessive"|Case="Dative"|Gender="Feminine"|Number="Plural"|English="them"
420060010201|χερσίν.|420060010181|ADV|Cat="noun"|Id="59"|morphId="420060010201"|Unicode="χερσίν."|Lemma="χείρ"|Lang="G"|StrongNumber="G54950"|Morph="N,,,,,DFP,"|Case="Dative"|Gender="Feminine"|Number="Plural"|English="in ~ hands"
420060020021|δὲ|420060020051|conj|Cat="conj"|Id="3"|morphId="420060020021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
420060020011|τινὲς|420060020051|S|Cat="pron"|Id="9"|morphId="420060020011"|Unicode="τινὲς"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RI,,,,NMP,"|Type="Indefinite"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="now some"
420060020031|τῶν|420060020041|det|Cat="det"|Id="11"|morphId="420060020031"|Unicode="τῶν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMP,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="the"
420060020041|Φαρισαίων|420060020011|np|Cat="noun"|Id="13"|morphId="420060020041"|Unicode="Φαρισαίων"|Lemma="Φαρισαῖος"|Lang="G"|StrongNumber="G53300"|Morph="N,,,,,GMP,"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="of ~ Pharisees"
420060020051|εἶπον,|None|CL|Cat="verb"|Id="16"|morphId="420060020051"|Unicode="εἶπον,"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Plural"|English="said"
420060020061|τί|420060020071|ADV|Cat="pron"|Id="20"|morphId="420060020061"|Unicode="τί"|Lemma="τίς"|Lang="G"|StrongNumber="G51010"|Morph="RT,,,,ANS,"|Type="Interrogative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="why"
420060020071|ποιεῖτε|420060020051|CL|Cat="verb"|Id="23"|morphId="420060020071"|Unicode="ποιεῖτε"|Lemma="ποιέω"|Lang="G"|StrongNumber="G41600"|Morph="V,IPA2,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Second"|Number="Plural"|English="are you doing"
420060020081|ὃ|420060020101|S|Cat="pron"|Id="29"|morphId="420060020081"|Unicode="ὃ"|Lemma="ὅς"|Lang="G"|StrongNumber="G37390"|Morph="RR,,,,NNS,"|Type="Relative"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="what"
420060020091|οὐκ|420060020101|ADV|Cat="adv"|Id="32"|morphId="420060020091"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
420060020101|ἔξεστιν|420060020071|O|Cat="verb"|Id="35"|morphId="420060020101"|Unicode="ἔξεστιν"|Lemma="ἔξειμι"|Lang="G"|StrongNumber="G18260"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="is ~ lawful"
420060020111|τοῖς|420060020121|det|Cat="det"|Id="38"|morphId="420060020111"|Unicode="τοῖς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DNP,"|Type="Article"|Case="Dative"|Gender="Neuter"|Number="Plural"|English="the"
420060020121|Σάββασιν?|420060020101|ADV|Cat="noun"|Id="40"|morphId="420060020121"|Unicode="Σάββασιν?"|Lemma="σάββατον"|Lang="G"|StrongNumber="G45210"|Morph="N,,,,,DNP,"|Case="Dative"|Gender="Neuter"|Number="Plural"|English="on ~ sabbath"
420060030011|καὶ|420060030051|conj|Cat="conj"|Id="3"|morphId="420060030011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420060030021|ἀποκριθεὶς|420060030051|ADV|Cat="verb"|Id="10"|morphId="420060030021"|Unicode="ἀποκριθεὶς"|Lemma="ἀποκρίνω"|Lang="G"|StrongNumber="G06110"|Morph="V,PAP,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Passive"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="answered"
420060030031|πρὸς|420060030041|prep|Cat="prep"|Id="13"|morphId="420060030031"|Unicode="πρὸς"|Lemma="πρός"|Lang="G"|StrongNumber="G43140"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
420060030041|αὐτοὺς|420060030051|ADV|Cat="pron"|Id="15"|morphId="420060030041"|Unicode="αὐτοὺς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMP,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="them"
420060030051|εἶπεν|None|CL|Cat="verb"|Id="18"|morphId="420060030051"|Unicode="εἶπεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="said"
420060030061|ὁ|420060030071|det|Cat="det"|Id="21"|morphId="420060030061"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
420060030071|Ἰησοῦς,|420060030051|S|Cat="noun"|Id="23"|morphId="420060030071"|Unicode="Ἰησοῦς,"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Jesus"
420060030081|οὐδὲ|420060030101|ADV|Cat="adv"|Id="27"|morphId="420060030081"|Unicode="οὐδὲ"|Lemma="οὐδέ"|Lang="G"|StrongNumber="G37610"|Morph="D,,,,,,,,,"|English="not"
420060030101|ἀνέγνωτε,|420060030051|CL|Cat="verb"|Id="30"|morphId="420060030101"|Unicode="ἀνέγνωτε,"|Lemma="ἀναγινώσκω"|Lang="G"|StrongNumber="G03140"|Morph="V,IAA2,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Second"|Number="Plural"|English="have you ~ read"
420060030091|τοῦτο|420060030101|O|Cat="pron"|Id="34"|morphId="420060030091"|Unicode="τοῦτο"|Lemma="οὗτος"|Lang="G"|StrongNumber="G37780"|Morph="RD,,,,ANS,"|Type="Demonstrative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="this"
420060030111|ὃ|420060030121|O|Cat="pron"|Id="39"|morphId="420060030111"|Unicode="ὃ"|Lemma="ὅς"|Lang="G"|StrongNumber="G37390"|Morph="RR,,,,ANS,"|Type="Relative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="what"
420060030121|ἐποίησεν|420060030091|CL|Cat="verb"|Id="42"|morphId="420060030121"|Unicode="ἐποίησεν"|Lemma="ποιέω"|Lang="G"|StrongNumber="G41600"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="did"
420060030131|Δαυεὶδ|420060030121|S|Cat="noun"|Id="45"|morphId="420060030131"|Unicode="Δαυεὶδ"|Lemma="Δαυείδ"|Lang="G"|StrongNumber="G11380"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="David"
420060030141|ὅτε|420060030151|conj|Cat="conj"|Id="47"|morphId="420060030141"|Unicode="ὅτε"|Lemma="ὅτε"|Lang="G"|StrongNumber="G37530"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="when"
420060030151|ἐπείνασεν|420060030121|CL|Cat="verb"|Id="51"|morphId="420060030151"|Unicode="ἐπείνασεν"|Lemma="πεινάω"|Lang="G"|StrongNumber="G39830"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he was hungry"
420060030161|αὐτὸς,|420060030151|S|Cat="pron"|Id="55"|morphId="420060030161"|Unicode="αὐτὸς,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3NMS,"|Type="Personal"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="he"
420060030171|καὶ|420060030161|conj|Cat="conj"|Id="56"|morphId="420060030171"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420060030181|οἱ|420060030201|det|Cat="pron"|Id="59"|morphId="420060030181"|Unicode="οἱ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,NMP,"|Type="Demonstrative"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="those"
420060030191|μετ’|420060030201|prep|Cat="prep"|Id="63"|morphId="420060030191"|Unicode="μετ’"|Lemma="μετά"|Lang="G"|StrongNumber="G33260"|Morph="P,,,,,G,,,"|Case="Genitive"|English="with"
420060030201|αὐτοῦ|420060030161|np|Cat="pron"|Id="65"|morphId="420060030201"|Unicode="αὐτοῦ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="him"
420060030211|ὄντες?|420060030201|VC|Cat="verb"|Id="68"|morphId="420060030211"|Unicode="ὄντες?"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,PPA,NMP,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="who were"
420060040011|ὡς|420060040021|conj|Cat="adv"|Id="4"|morphId="420060040011"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="D,,,,,,,,,"|English="how"
420060040021|εἰσῆλθεν|None|CL|Cat="verb"|Id="10"|morphId="420060040021"|Unicode="εἰσῆλθεν"|Lemma="εἰσέρχομαι"|Lang="G"|StrongNumber="G15250"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he entered"
420060040031|εἰς|420060040051|prep|Cat="prep"|Id="13"|morphId="420060040031"|Unicode="εἰς"|Lemma="εἰς"|Lang="G"|StrongNumber="G15190"|Morph="P,,,,,A,,,"|Case="Accusative"|English="into"
420060040041|τὸν|420060040051|det|Cat="det"|Id="15"|morphId="420060040041"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="the"
420060040051|οἶκον|420060040021|ADV|Cat="noun"|Id="18"|morphId="420060040051"|Unicode="οἶκον"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="house"
420060040061|τοῦ|420060040071|det|Cat="det"|Id="20"|morphId="420060040061"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
420060040071|Θεοῦ,|420060040051|np|Cat="noun"|Id="22"|morphId="420060040071"|Unicode="Θεοῦ,"|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of God"
420060040081|καὶ|420060040021|conj|Cat="conj"|Id="23"|morphId="420060040081"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420060040091|τοὺς|420060040101|det|Cat="det"|Id="29"|morphId="420060040091"|Unicode="τοὺς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMP,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="the"
420060040101|ἄρτους|420060040131|O|Cat="noun"|Id="32"|morphId="420060040101"|Unicode="ἄρτους"|Lemma="ἄρτος"|Lang="G"|StrongNumber="G07400"|Morph="N,,,,,AMP,"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="bread"
420060040111|τῆς|420060040121|det|Cat="det"|Id="34"|morphId="420060040111"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GFS,"|Type="Article"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="the"
420060040121|Προθέσεως|420060040101|np|Cat="noun"|Id="36"|morphId="420060040121"|Unicode="Προθέσεως"|Lemma="πρόθεσις"|Lang="G"|StrongNumber="G42860"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of ~ presence"
420060040131|λαβὼν,|420060040141|ADV|Cat="verb"|Id="39"|morphId="420060040131"|Unicode="λαβὼν,"|Lemma="λαμβάνω"|Lang="G"|StrongNumber="G29830"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="took"
420060040141|ἔφαγεν|420060040021|CL|Cat="verb"|Id="42"|morphId="420060040141"|Unicode="ἔφαγεν"|Lemma="ἐσθίω"|Lang="G"|StrongNumber="G20680"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="ate"
420060040151|καὶ|420060040021|conj|Cat="conj"|Id="43"|morphId="420060040151"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420060040161|ἔδωκεν|420060040021|CL|Cat="verb"|Id="47"|morphId="420060040161"|Unicode="ἔδωκεν"|Lemma="δίδωμι"|Lang="G"|StrongNumber="G13250"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="gave"
420060040171|τοῖς|420060040191|pron|Cat="pron"|Id="50"|morphId="420060040171"|Unicode="τοῖς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,DMP,"|Type="Demonstrative"|Case="Dative"|Gender="Masculine"|Number="Plural"|English="to those"
420060040181|μετ’|420060040191|prep|Cat="prep"|Id="53"|morphId="420060040181"|Unicode="μετ’"|Lemma="μετά"|Lang="G"|StrongNumber="G33260"|Morph="P,,,,,G,,,"|Case="Genitive"|English="with"
420060040191|αὐτοῦ,|420060040161|IO|Cat="pron"|Id="55"|morphId="420060040191"|Unicode="αὐτοῦ,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="him"
420060040201|οὓς|420060040231|O|Cat="pron"|Id="63"|morphId="420060040201"|Unicode="οὓς"|Lemma="ὅς"|Lang="G"|StrongNumber="G37390"|Morph="RR,,,,AMP,"|Type="Relative"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="which"
420060040231|φαγεῖν,|420060040221|S|Cat="verb"|Id="66"|morphId="420060040231"|Unicode="φαγεῖν,"|Lemma="ἐσθίω"|Lang="G"|StrongNumber="G20680"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to eat"
420060040211|οὐκ|420060040221|ADV|Cat="adv"|Id="69"|morphId="420060040211"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
420060040221|ἔξεστιν|420060040281|CL|Cat="verb"|Id="72"|morphId="420060040221"|Unicode="ἔξεστιν"|Lemma="ἔξειμι"|Lang="G"|StrongNumber="G18260"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="is ~ lawful"
420060040241|εἰ|420060040281|conj|Cat="prep"|Id="75"|morphId="420060040241"|Unicode="εἰ"|Lemma="εἰ"|Lang="G"|StrongNumber="G14870"|Morph="PI,,,,,,,,"|Type="Improper"|English="except"
420060040251|μὴ|420060040281|ADV|Cat="adv"|Id="79"|morphId="420060040251"|Unicode="μὴ"|Lemma="μή"|Lang="G"|StrongNumber="G33610"|Morph="D,,,,,,,,,"
420060040261|μόνους|420060040281|adjp|Cat="det"|Id="84"|morphId="420060040261"|Unicode="μόνους"|Lemma="μόνος"|Lang="G"|StrongNumber="G34410"|Morph="EF,,,,AMP,"|Type="Differential"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="alone"
420060040271|τοὺς|420060040281|det|Cat="det"|Id="86"|morphId="420060040271"|Unicode="τοὺς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMP,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="the"
420060040281|ἱερεῖς?|420060040021|CL|Cat="noun"|Id="88"|morphId="420060040281"|Unicode="ἱερεῖς?"|Lemma="ἱερεύς"|Lang="G"|StrongNumber="G24090"|Morph="N,,,,,AMP,"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="priests"
420060050011|καὶ|420060050021|conj|Cat="conj"|Id="3"|morphId="420060050011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420060050021|ἔλεγεν|None|CL|Cat="verb"|Id="8"|morphId="420060050021"|Unicode="ἔλεγεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="he said"
420060050031|αὐτοῖς,|420060050021|IO|Cat="pron"|Id="11"|morphId="420060050031"|Unicode="αὐτοῖς,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3DMP,"|Type="Personal"|Person="Third"|Case="Dative"|Gender="Masculine"|Number="Plural"|English="to them"
420060050051|ἐστιν|420060050041|VC|Cat="verb"|Id="15"|morphId="420060050051"|Unicode="ἐστιν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="is"
420060050041|Κύριός|420060050021|CL|Cat="noun"|Id="19"|morphId="420060050041"|Unicode="Κύριός"|Lemma="κύριος"|Lang="G"|StrongNumber="G29620"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Lord"
420060050061|τοῦ|420060050071|det|Cat="det"|Id="21"|morphId="420060050061"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GNS,"|Type="Article"|Case="Genitive"|Gender="Neuter"|Number="Singular"|English="the"
420060050071|Σαββάτου|420060050041|np|Cat="noun"|Id="23"|morphId="420060050071"|Unicode="Σαββάτου"|Lemma="σάββατον"|Lang="G"|StrongNumber="G45210"|Morph="N,,,,,GNS,"|Case="Genitive"|Gender="Neuter"|Number="Singular"|English="of ~ sabbath"
420060050081|ὁ|420060050091|det|Cat="det"|Id="26"|morphId="420060050081"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="the"
420060050091|Υἱὸς|420060050041|S|Cat="noun"|Id="29"|morphId="420060050091"|Unicode="Υἱὸς"|Lemma="υἱός"|Lang="G"|StrongNumber="G52070"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="son"
420060050101|τοῦ|420060050111|det|Cat="det"|Id="31"|morphId="420060050101"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
420060050111|Ἀνθρώπου.|420060050091|np|Cat="noun"|Id="33"|morphId="420060050111"|Unicode="Ἀνθρώπου."|Lemma="ἄνθρωπος"|Lang="G"|StrongNumber="G04440"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of man"
420060060021|δὲ|420060060161|conj|Cat="conj"|Id="3"|morphId="420060060021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="now"
420060060011|ἐγένετο|420060060161|CL|Cat="verb"|Id="8"|morphId="420060060011"|Unicode="ἐγένετο"|Lemma="γίνομαι"|Lang="G"|StrongNumber="G10960"|Morph="V,IAM3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Middle"|Person="Third"|Number="Singular"|English="it happened"
420060060031|ἐν|420060060051|prep|Cat="prep"|Id="15"|morphId="420060060031"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="on"
420060060041|ἑτέρῳ|420060060051|adjp|Cat="det"|Id="19"|morphId="420060060041"|Unicode="ἑτέρῳ"|Lemma="ἕτερος"|Lang="G"|StrongNumber="G20870"|Morph="EF,,,,DNS,"|Type="Differential"|Case="Dative"|Gender="Neuter"|Number="Singular"|English="another"
