460110010011|μιμηταί|None|CL|Cat="noun"|Id="7"|morphId="460110010011"|Unicode="μιμηταί"|Lemma="μιμητής"|Lang="G"|StrongNumber="G34020"|Morph="N,,,,,NMP,"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="imitators"
460110020111|ὑμῖν|460110020101|IO|Cat="pron"|Id="36"|morphId="460110020111"|Unicode="ὑμῖν"|Lemma="σύ"|Lang="G"|StrongNumber="G47710"|Morph="RP,,,2D,P,"|Type="Personal"|Person="Second"|Case="Dative"|Number="Plural"|English="to you"
460110020121|τὰς|460110020131|det|Cat="det"|Id="40"|morphId="460110020121"|Unicode="τὰς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFP,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Plural"|English="the"
460110020131|παραδόσεις|460110020141|O|Cat="noun"|Id="42"|morphId="460110020131"|Unicode="παραδόσεις"|Lemma="παράδοσις"|Lang="G"|StrongNumber="G38620"|Morph="N,,,,,AFP,"|Case="Accusative"|Gender="Feminine"|Number="Plural"|English="traditions"
460110020141|κατέχετε.|460110020071|CL|Cat="verb"|Id="45"|morphId="460110020141"|Unicode="κατέχετε."|Lemma="κατέχω"|Lang="G"|StrongNumber="G27220"|Morph="V,IPA2,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Second"|Number="Plural"|English="maintain"
460110030021|δὲ|460110030011|conj|Cat="conj"|Id="3"|morphId="460110030021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
460110030011|θέλω|None|CL|Cat="verb"|Id="7"|morphId="460110030011"|Unicode="θέλω"|Lemma="θέλω"|Lang="G"|StrongNumber="G23090"|Morph="V,IPA1,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="First"|Number="Singular"|English="I want"
460110030031|ὑμᾶς|460110030041|S|Cat="pron"|Id="13"|morphId="460110030031"|Unicode="ὑμᾶς"|Lemma="σύ"|Lang="G"|StrongNumber="G47710"|Morph="RP,,,2A,P,"|Type="Personal"|Person="Second"|Case="Accusative"|Number="Plural"|English="you"
460110030041|εἰδέναι,|460110030011|O|Cat="verb"|Id="16"|morphId="460110030041"|Unicode="εἰδέναι,"|Lemma="εἴδω"|Lang="G"|StrongNumber="G14920"|Morph="V,NEA,,,,,"|Mood="Infinitive"|Tense="Perfect"|Voice="Active"|English="to know"
460110030051|ὅτι|460110030091|conj|Cat="conj"|Id="18"|morphId="460110030051"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="that"
460110030061|παντὸς|460110030071|adjp|Cat="det"|Id="26"|morphId="460110030061"|Unicode="παντὸς"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="EQ,,,,GMS,"|Type="Quantifier"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="every"
460110030071|ἀνδρὸς|460110030091|np|Cat="noun"|Id="28"|morphId="460110030071"|Unicode="ἀνδρὸς"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of ~ man"
460110030081|ἡ|460110030091|det|Cat="det"|Id="30"|morphId="460110030081"|Unicode="ἡ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NFS,"|Type="Article"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="the"
460110030091|κεφαλὴ|460110030041|CL|Cat="noun"|Id="32"|morphId="460110030091"|Unicode="κεφαλὴ"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="head"
460110030101|ὁ|460110030111|det|Cat="det"|Id="35"|morphId="460110030101"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
460110030111|Χριστός|460110030091|S|Cat="noun"|Id="37"|morphId="460110030111"|Unicode="Χριστός"|Lemma="χριστός"|Lang="G"|StrongNumber="G55470"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Christ"
460110030121|ἐστιν,|460110030091|VC|Cat="verb"|Id="40"|morphId="460110030121"|Unicode="ἐστιν,"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="is"
460110030141|δὲ|460110030091|conj|Cat="conj"|Id="41"|morphId="460110030141"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
460110030131|κεφαλὴ|460110030091|CL|Cat="noun"|Id="46"|morphId="460110030131"|Unicode="κεφαλὴ"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="head"
460110030151|γυναικὸς|460110030131|np|Cat="noun"|Id="48"|morphId="460110030151"|Unicode="γυναικὸς"|Lemma="γυνή"|Lang="G"|StrongNumber="G11350"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of ~ woman"
460110030161|ὁ|460110030171|det|Cat="det"|Id="51"|morphId="460110030161"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="the"
460110030171|ἀνήρ,|460110030131|S|Cat="noun"|Id="53"|morphId="460110030171"|Unicode="ἀνήρ,"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="man"
460110030191|δὲ|460110030091|conj|Cat="conj"|Id="54"|morphId="460110030191"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
460110030181|κεφαλὴ|460110030091|CL|Cat="noun"|Id="59"|morphId="460110030181"|Unicode="κεφαλὴ"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="head"
460110030201|τοῦ|460110030211|det|Cat="det"|Id="61"|morphId="460110030201"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
460110030211|Χριστοῦ|460110030181|np|Cat="noun"|Id="63"|morphId="460110030211"|Unicode="Χριστοῦ"|Lemma="χριστός"|Lang="G"|StrongNumber="G55470"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of Christ"
460110030221|ὁ|460110030231|det|Cat="det"|Id="66"|morphId="460110030221"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
460110030231|Θεός.|460110030181|S|Cat="noun"|Id="68"|morphId="460110030231"|Unicode="Θεός."|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="God"
460110040011|πᾶς|460110040021|adjp|Cat="det"|Id="7"|morphId="460110040011"|Unicode="πᾶς"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="EQ,,,,NMS,"|Type="Quantifier"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="every"
460110040021|ἀνὴρ|460110040091|S|Cat="noun"|Id="9"|morphId="460110040021"|Unicode="ἀνὴρ"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="man"
460110040031|προσευχόμενος|460110040091|ADV|Cat="verb"|Id="15"|morphId="460110040031"|Unicode="προσευχόμενος"|Lemma="προσεύχομαι"|Lang="G"|StrongNumber="G43360"|Morph="V,PPM,NMS,"|Mood="Participle"|Tense="Present"|Voice="Middle"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="who prays"
460110040041|ἢ|460110040031|conj|Cat="conj"|Id="16"|morphId="460110040041"|Unicode="ἢ"|Lemma="ἤ"|Lang="G"|StrongNumber="G22280"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="or"
460110040051|προφητεύων|460110040031|vp|Cat="verb"|Id="18"|morphId="460110040051"|Unicode="προφητεύων"|Lemma="προφητεύω"|Lang="G"|StrongNumber="G43950"|Morph="V,PPA,NMS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="prophesies"
460110040061|κατὰ|460110040071|prep|Cat="prep"|Id="23"|morphId="460110040061"|Unicode="κατὰ"|Lemma="κατά"|Lang="G"|StrongNumber="G25960"|Morph="P,,,,,G,,,"|Case="Genitive"|English="on"
460110040071|κεφαλῆς|460110040081|ADV|Cat="noun"|Id="25"|morphId="460110040071"|Unicode="κεφαλῆς"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="head"
460110040081|ἔχων,|460110040031|ADV|Cat="verb"|Id="28"|morphId="460110040081"|Unicode="ἔχων,"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,PPA,NMS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="with something"
460110040091|καταισχύνει|None|CL|Cat="verb"|Id="31"|morphId="460110040091"|Unicode="καταισχύνει"|Lemma="καταισχύνω"|Lang="G"|StrongNumber="G26170"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="dishonors"
460110040101|τὴν|460110040111|det|Cat="det"|Id="34"|morphId="460110040101"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
460110040111|κεφαλὴν|460110040091|O|Cat="noun"|Id="37"|morphId="460110040111"|Unicode="κεφαλὴν"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="head"
460110040121|αὐτοῦ.|460110040111|np|Cat="pron"|Id="39"|morphId="460110040121"|Unicode="αὐτοῦ."|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of him"
460110050021|δὲ|460110050101|conj|Cat="conj"|Id="3"|morphId="460110050021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
460110050011|πᾶσα|460110050031|adjp|Cat="det"|Id="9"|morphId="460110050011"|Unicode="πᾶσα"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="EQ,,,,NFS,"|Type="Quantifier"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="every"
460110050031|γυνὴ|460110050101|S|Cat="noun"|Id="11"|morphId="460110050031"|Unicode="γυνὴ"|Lemma="γυνή"|Lang="G"|StrongNumber="G11350"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="woman"
460110050041|προσευχομένη|460110050101|ADV|Cat="verb"|Id="17"|morphId="460110050041"|Unicode="προσευχομένη"|Lemma="προσεύχομαι"|Lang="G"|StrongNumber="G43360"|Morph="V,PPM,NFS,"|Mood="Participle"|Tense="Present"|Voice="Middle"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="who prays"
460110050051|ἢ|460110050041|conj|Cat="conj"|Id="18"|morphId="460110050051"|Unicode="ἢ"|Lemma="ἤ"|Lang="G"|StrongNumber="G22280"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="or"
460110050061|προφητεύουσα|460110050041|vp|Cat="verb"|Id="20"|morphId="460110050061"|Unicode="προφητεύουσα"|Lemma="προφητεύω"|Lang="G"|StrongNumber="G43950"|Morph="V,PPA,NFS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="prophesies"
460110050071|ἀκατακαλύπτῳ|460110050091|adjp|Cat="adj"|Id="24"|morphId="460110050071"|Unicode="ἀκατακαλύπτῳ"|Lemma="ἀκατακάλυπτος"|Lang="G"|StrongNumber="G01770"|Morph="AA,,,,DFS,"|Type="Ascriptive"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="uncovered"
460110050081|τῇ|460110050091|det|Cat="det"|Id="26"|morphId="460110050081"|Unicode="τῇ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,DFS,"|Type="Possessive"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="her"
460110050091|κεφαλῇ,|460110050041|ADV|Cat="noun"|Id="28"|morphId="460110050091"|Unicode="κεφαλῇ,"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,DFS,"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="with ~ head"
460110050101|καταισχύνει|None|CL|Cat="verb"|Id="31"|morphId="460110050101"|Unicode="καταισχύνει"|Lemma="καταισχύνω"|Lang="G"|StrongNumber="G26170"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="dishonors"
460110050111|τὴν|460110050121|det|Cat="det"|Id="34"|morphId="460110050111"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
460110050121|κεφαλὴν|460110050101|O|Cat="noun"|Id="37"|morphId="460110050121"|Unicode="κεφαλὴν"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="head"
460110050131|αὐτῆς;|460110050121|np|Cat="pron"|Id="39"|morphId="460110050131"|Unicode="αὐτῆς;"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GFS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of her"
460110050151|γάρ|460110050141|conj|Cat="conj"|Id="41"|morphId="460110050151"|Unicode="γάρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
460110050161|ἐστιν|460110050141|VC|Cat="verb"|Id="45"|morphId="460110050161"|Unicode="ἐστιν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="it is"
460110050141|ἓν|460110050101|CL|Cat="noun"|Id="49"|morphId="460110050141"|Unicode="ἓν"|Lemma="εἷς"|Lang="G"|StrongNumber="G15200"|Morph="NS,,,,NNS,"|Type="Substantive_Adj"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="one"
460110050171|καὶ|460110050141|conj|Cat="conj"|Id="50"|morphId="460110050171"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
460110050181|τὸ|460110050191|det|Cat="det"|Id="52"|morphId="460110050181"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NNS,"|Type="Article"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="the"
460110050191|αὐτὸ|460110050141|np|Cat="pron"|Id="54"|morphId="460110050191"|Unicode="αὐτὸ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RD,,,,NNS,"|Type="Demonstrative"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="same"
460110050201|τῇ|460110050211|det|Cat="pron"|Id="58"|morphId="460110050201"|Unicode="τῇ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,DFS,"|Type="Demonstrative"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="with the one"
460110050211|ἐξυρημένῃ.|460110050141|ADV|Cat="verb"|Id="62"|morphId="460110050211"|Unicode="ἐξυρημένῃ."|Lemma="ξυράω"|Lang="G"|StrongNumber="G35870"|Morph="V,PEP,DFS,"|Mood="Participle"|Tense="Perfect"|Voice="Passive"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="as having ~ head shaved"
460110060021|γὰρ|460110060071|conj|Cat="conj"|Id="3"|morphId="460110060021"|Unicode="γὰρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
460110060011|εἰ|460110060041|conj|Cat="conj"|Id="6"|morphId="460110060011"|Unicode="εἰ"|Lemma="εἰ"|Lang="G"|StrongNumber="G14870"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
460110060031|οὐ|460110060041|ADV|Cat="adv"|Id="10"|morphId="460110060031"|Unicode="οὐ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
460110060041|κατακαλύπτεται|460110060071|CL|Cat="verb"|Id="13"|morphId="460110060041"|Unicode="κατακαλύπτεται"|Lemma="κατακαλύπτω"|Lang="G"|StrongNumber="G26190"|Morph="V,IPM3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Middle"|Person="Third"|Number="Singular"|English="does ~ cover her head"
460110060051|γυνή,|460110060041|S|Cat="noun"|Id="16"|morphId="460110060051"|Unicode="γυνή,"|Lemma="γυνή"|Lang="G"|StrongNumber="G11350"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="a woman"
460110060061|καὶ|460110060071|ADV|Cat="adv"|Id="20"|morphId="460110060061"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="D,,,,,,,,,"|English="also"
460110060071|κειράσθω.|None|CL|Cat="verb"|Id="23"|morphId="460110060071"|Unicode="κειράσθω."|Lemma="κείρω"|Lang="G"|StrongNumber="G27510"|Morph="V,MAM3,,S,"|Mood="Imperative"|Tense="Aorist"|Voice="Middle"|Person="Third"|Number="Singular"|English="she should cut off her hair"
460110060091|δὲ|460110060161|conj|Cat="conj"|Id="25"|morphId="460110060091"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
460110060081|εἰ|460110060101|conj|Cat="conj"|Id="28"|morphId="460110060081"|Unicode="εἰ"|Lemma="εἰ"|Lang="G"|StrongNumber="G14870"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
460110060101|αἰσχρὸν|460110060161|CL|Cat="noun"|Id="32"|morphId="460110060101"|Unicode="αἰσχρὸν"|Lemma="αἰσχρός"|Lang="G"|StrongNumber="G01500"|Morph="NP,,,,NNS,"|Type="Predicate_Adj"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="disgraceful"
460110060111|γυναικὶ|460110060101|ADV|Cat="noun"|Id="35"|morphId="460110060111"|Unicode="γυναικὶ"|Lemma="γυνή"|Lang="G"|StrongNumber="G11350"|Morph="N,,,,,DFS,"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="for a woman"
460110060121|τὸ|460110060131|det|Cat="pron"|Id="39"|morphId="460110060121"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,NNS,"|Type="Demonstrative"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="her hair"
460110060131|κείρασθαι|460110060101|S|Cat="verb"|Id="44"|morphId="460110060131"|Unicode="κείρασθαι"|Lemma="κείρω"|Lang="G"|StrongNumber="G27510"|Morph="V,NAM,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Middle"|English="to have ~ hair cut off"
460110060141|ἢ|460110060131|conj|Cat="conj"|Id="45"|morphId="460110060141"|Unicode="ἢ"|Lemma="ἤ"|Lang="G"|StrongNumber="G22280"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="or"
460110060151|ξυρᾶσθαι,|460110060131|vp|Cat="verb"|Id="47"|morphId="460110060151"|Unicode="ξυρᾶσθαι,"|Lemma="ξυράω"|Lang="G"|StrongNumber="G35870"|Morph="V,NAM,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Middle"|English="shaved"
460110060161|κατακαλυπτέσθω.|460110060071|CL|Cat="verb"|Id="51"|morphId="460110060161"|Unicode="κατακαλυπτέσθω."|Lemma="κατακαλύπτω"|Lang="G"|StrongNumber="G26190"|Morph="V,MPM3,,S,"|Mood="Imperative"|Tense="Present"|Voice="Middle"|Person="Third"|Number="Singular"|English="let her cover her head"
460110070031|γὰρ|460110070051|conj|Cat="conj"|Id="3"|morphId="460110070031"|Unicode="γὰρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
460110070021|μὲν|460110070051|conj|Cat="adv"|Id="6"|morphId="460110070021"|Unicode="μὲν"|Lemma="μέν"|Lang="G"|StrongNumber="G33030"|Morph="DO,,,,,,,,"|Type="Correlative"|English="indeed"
460110070011|ἀνὴρ|460110070051|S|Cat="noun"|Id="10"|morphId="460110070011"|Unicode="ἀνὴρ"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a man"
460110070041|οὐκ|460110070051|ADV|Cat="adv"|Id="13"|morphId="460110070041"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
460110070051|ὀφείλει|None|CL|Cat="verb"|Id="16"|morphId="460110070051"|Unicode="ὀφείλει"|Lemma="ὀφείλω"|Lang="G"|StrongNumber="G37840"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="ought"
460110070061|κατακαλύπτεσθαι|460110070051|O|Cat="verb"|Id="21"|morphId="460110070061"|Unicode="κατακαλύπτεσθαι"|Lemma="κατακαλύπτω"|Lang="G"|StrongNumber="G26190"|Morph="V,NPM,,,,,"|Mood="Infinitive"|Tense="Present"|Voice="Middle"|English="to cover"
460110070071|τὴν|460110070081|det|Cat="det"|Id="24"|morphId="460110070071"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,AFS,"|Type="Possessive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
460110070081|κεφαλήν,|460110070061|O|Cat="noun"|Id="26"|morphId="460110070081"|Unicode="κεφαλήν,"|Lemma="κεφαλή"|Lang="G"|StrongNumber="G27760"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="head"
